ZdAId,ZdCId
43051,71022
44450,482597
57728,70618
56384,69921
45972,70105
45967,70079
45968,70090
57955,70206
43415,71225
44920,73839
473752,71144
473864,70133
53382,69480
43962,71077
462855,63717
462838,416744
462833,70099
52175,70122
412714,412687
52118,70397
52168,70504
462917,70186
52287,69738
51022,71009
51024,69485
51031,69468
52387,69775
51101,71904
51350,70381
50396,70585
470526,71868
50406,70633
45792,61937
55538,62047
55613,61953
480943,73602
480926,480927
480907,64382
473163,73602
473150,64301
488621,60387
43496,480927
473812,64589
486896,62977
486964,60387
486901,60450
473317,64246
48286,60892
58206,68624
42802,416071
473369,64741
47546,65260
49861,423856
47461,68970
53747,68805
57369,73427
56166,67619
480625,480626
56587,62911
44619,490704
473156,69254
57332,73565
44713,73550
49816,423708
57665,70714
44095,72333
490885,71397
490883,71379
473687,71989
46332,72324
58501,73801
45538,72066
45482,424926
44517,72064
473705,71045
473684,70604
473680,71579
46120,72622
42142,72267
494647,63687
58272,69872
58559,73838
58560,73837
44097,72824
44088,73060
58679,73963
58676,70061
56423,69796
44615,69847
42672,462640
43921,73068
50234,69898
50256,73090
50347,70038
44863,63867
473304,412697
46863,64278
43457,64520
413764,413765
473392,71016
50622,64758
47370,70763
45358,73612
44917,71042
43729,72099
42642,70099
43830,63703
44298,65618
50687,72408
50566,72372
46260,69129
57491,69729
478728,59943
53064,59738
473355,59984
50024,59432
51707,478502
46266,412554
44142,72706
44916,72519
42818,72592
426849,491303
463514,463515
479030,70198
494577,494578
473469,73749
44421,60466
50975,70842
42357,70852
483260,483261
473601,70705
477262,63880
53003,59827
479028,70001
46289,426139
43311,487072
46898,66347
53639,67239
419896,419897
48076,69587
492823,480950
416902,67040
56860,67199
473490,73731
43179,72787
43851,66708
43384,66953
51767,66784
48085,69722
415228,415229
46381,69582
52269,69612
419892,419893
46300,69653
48080,69751
422221,67278
491551,494529
494525,494526
49723,72761
53750,64898
58995,483240
54252,65621
55166,482604
426841,426842
494512,60181
483243,64616
53809,64593
490729,491120
51634,65038
56752,64865
50133,64838
50141,64754
53817,64631
47645,64993
492001,65061
53845,64453
42900,65024
43544,64734
50143,64866
47612,65222
491152,491300
55252,61940
45800,61899
45802,61888
55562,61952
55561,61873
55573,61814
42257,62050
55601,61864
55602,61860
55607,61962
42388,62077
42878,62287
43873,64697
412362,412564
57362,73404
48985,65297
48914,65653
48873,66189
58967,74084
426312,426313
473583,66557
473536,65305
49001,65068
43639,67068
53635,67255
51972,65014
478934,478935
427066,64576
50985,64765
477242,65398
47623,64933
46624,64500
46778,64599
44064,65011
44352,70735
43647,64668
43727,69534
54599,65027
54614,64997
54629,64770
54778,64551
54782,64537
53798,64672
53778,64629
53827,64740
53803,64324
51361,65022
50082,65246
50095,65178
50098,65254
50151,64745
50118,64975
420133,420134
51676,67055
53626,67280
49696,67128
49631,67114
424519,424520
42207,66878
49571,67184
473303,67227
49580,67202
49019,67032
58162,419537
54272,65435
47574,66482
473286,66798
426838,67315
57585,65279
55091,66677
59032,74121
49316,62474
54427,65609
52247,70574
46675,70652
52259,69513
46687,69498
54686,69526
58230,70649
419792,71077
54690,70683
46685,69501
45383,71095
44975,69484
52246,70614
47366,69538
462858,70662
46662,478861
426002,69517
54649,70693
45460,71175
51307,70635
44631,60567
473045,59882
52488,69259
52643,69286
52637,69166
50246,71978
52478,69324
52588,69279
42988,64283
42727,66226
42504,425941
424109,424125
56962,66120
42465,66473
48660,63301
493783,62931
42249,65662
44248,69804
478921,478922
47079,59818
53072,60873
53074,59787
53882,60101
53918,59797
57637,59412
53061,60622
44804,59537
44795,60597
53893,60362
462341,462342
483894,59780
482447,478563
59104,74183
53927,59910
53937,59961
44344,60263
53042,60389
44270,60284
48322,60545
53890,60223
53913,485438
53027,59972
52997,60416
53314,60037
53894,60162
48284,60656
52988,59741
53015,59835
53899,60304
53873,60331
59005,60457
478533,478534
53001,60708
52993,60589
43918,59410
415580,415581
43367,59834
53315,60053
58899,74047
53902,60264
58448,59892
52987,59896
53870,60170
473504,62977
473372,478855
58838,59671
47066,60972
43037,60286
52976,60629
42955,59603
52972,60515
427792,427793
52962,60837
51758,60393
52961,60823
53877,60188
480963,60514
52958,60481
42737,59577
53365,59777
42703,59670
58185,62705
52955,60709
52954,60747
462233,462234
48337,60403
52948,59440
473051,60247
47075,424399
53874,60200
53924,59933
478614,59783
462252,462253
53869,60221
46501,71971
58896,74043
45619,71925
493656,71974
56235,67731
478723,478744
56178,67603
47209,426361
44740,67660
56173,67610
56172,67642
419054,64589
424166,424167
54584,66322
473399,68582
473523,411281
411283,411284
493619,66578
59122,74199
45727,69883
44939,69808
51296,69782
493610,60516
493590,72326
46735,415823
493528,72425
492264,488087
42268,70441
43905,73641
58923,74057
473746,73634
45161,71375
473188,493505
46849,493499
48661,63295
58703,73986
58998,74102
56426,69703
56434,69675
56433,69549
56548,69643
56577,69570
46025,69699
47752,70286
57118,69461
57512,70195
57513,70191
57511,70278
52230,70480
52231,70467
52235,70268
52237,70059
486732,69460
47735,486731
57721,70475
45986,69990
45954,70098
52223,70145
486640,486729
49154,64081
426623,426624
44909,73633
54554,66317
51328,491428
491917,491920
420775,420776
51292,71555
473238,73690
43377,66160
57546,66088
54540,66293
54543,66082
54546,66311
54551,65969
54556,65874
54557,65927
54565,66121
54570,65856
54574,66280
54642,66116
492632,60211
47988,60978
53223,62646
422907,61034
48431,60831
48419,60976
55648,60856
48285,60692
44926,73742
47775,73890
47776,70701
54659,70821
56626,64836
46841,64191
46846,64195
46105,72552
48011,62776
45747,60409
48046,63075
48033,62839
44339,63926
43480,64048
43461,63868
43530,64257
42336,63836
43915,64416
46287,493230
473666,71751
48334,60064
51300,426000
58592,71297
42824,71614
43472,492967
44269,60441
51345,60415
42795,65647
56292,67567
55137,67659
44301,67647
44318,67436
43319,62473
43316,62553
55148,67537
56286,67640
488679,491392
488669,491388
44647,72269
44706,71094
470551,71199
43047,60668
47008,63834
47330,480121
57032,68628
488641,488642
488650,491391
57760,63531
48787,63179
415491,60904
52793,62833
52810,62670
52817,61007
52839,73736
52841,63036
53485,62370
53482,62356
57730,64571
53593,62245
58960,415626
47870,69019
43394,64157
42484,60063
53486,62411
53577,62455
418841,418915
44326,63709
44824,63758
42469,69363
49626,69432
49033,66333
48944,65693
47535,65872
46485,66148
49058,66313
48902,66316
47556,479941
422352,422378
45035,69177
42169,69187
56760,67027
424745,67048
473427,63426
44598,63318
42192,63427
43562,63276
52849,63066
49910,61521
49334,67780
47800,60284
51342,60817
42987,64806
44908,64890
56048,61392
57980,492207
55217,61670
463903,72024
55146,72860
44604,67449
55150,72861
43720,486070
55108,72855
55107,72864
58242,67492
45766,67476
56510,69718
483264,483265
56503,69714
56505,69624
56436,63148
51183,69927
44279,65704
54833,65967
46358,66052
423649,66187
54798,65753
426025,65571
57509,65730
413715,65720
46356,66038
43682,65671
42196,72672
423592,69161
54816,66192
54836,69161
54806,65634
47846,59645
57626,61702
55259,62014
55200,61705
55216,61679
55234,61894
55224,61739
43705,61558
55261,61731
55265,61624
55199,61725
55268,61776
55214,61659
55204,61704
55238,61967
55188,61678
473448,71475
53722,69029
53727,68794
53728,68816
54136,68819
53738,69002
53743,69107
426929,426930
43401,63924
58257,492181
50792,69800
55584,61965
55699,61772
43911,61797
55724,61685
57640,483414
57639,61527
480528,480543
58126,61508
58945,473254
55713,61667
58082,61489
55710,61553
47141,61552
53667,61543
55679,61526
43996,61548
55709,61496
55731,61587
48925,66493
46488,66245
49079,65616
57450,65896
49017,66505
48955,65375
49059,66303
48870,66351
48928,66568
47568,66390
48894,65840
48910,66154
48974,66512
419852,419853
48881,65603
49075,66387
48946,65832
48938,66039
486230,491910
48909,65830
47553,65511
419844,426161
48879,65773
49073,66229
49009,66464
58843,66432
49055,66218
57563,65196
48867,65688
480808,65647
49015,66396
48972,66255
48927,66419
54165,66457
54171,66019
54163,66342
416527,416528
58383,71735
426122,426123
44169,60654
42939,59704
44041,59700
48166,59606
43203,72126
58759,71347
45873,478926
43310,71326
47526,419687
58158,66865
58157,66641
47587,480006
58251,67272
414794,67274
426827,426828
43304,67233
422210,422211
53617,67332
419617,488100
50069,67011
49717,72790
49704,69407
49702,69424
49673,66758
49670,66725
49663,66603
49646,69448
49645,69453
49644,69455
49643,69451
49623,69412
49622,69400
49609,67090
51971,424911
49814,69381
49774,73534
49725,65461
480971,480972
49843,69273
488098,66376
477222,477223
426811,487075
58666,73954
46728,69055
46715,423655
46753,488097
46745,485820
46732,423124
58809,424029
426545,65586
415836,69373
58961,68935
43011,73504
44293,72734
44466,66319
415650,73476
43284,65497
488493,488494
43380,73508
43475,69253
42135,69355
426222,65737
43571,73521
44898,73464
44845,65793
44837,73461
44834,73554
42368,73511
43679,69117
44999,73516
42395,73523
43771,66514
43764,66669
42593,66328
42644,73499
42628,73560
42624,73582
42786,65342
42862,69343
424507,424508
42922,69218
462794,65560
482865,65884
479360,479361
419572,69304
421848,421849
49598,66927
49594,66749
49592,69278
49568,66508
49565,66479
49837,69330
49835,69348
49831,69294
49839,69266
49806,69275
49789,69118
49773,68784
49762,68974
49758,69051
49750,69119
49744,69104
44229,69005
57987,68974
56732,69321
423850,423851
423810,69160
42476,69064
52345,69028
52343,69042
51601,69258
481052,487094
481042,481080
483665,483669
427226,70721
50505,70853
56717,65371
55662,72325
45950,70087
53224,70809
58894,71724
45888,73898
51967,72042
58395,69661
463999,464000
419815,419816
47680,62799
47674,67461
419800,67519
419805,67522
47999,60871
47995,62744
47974,62695
43036,69836
56421,67521
45732,69687
56453,67512
56480,62858
56406,62668
56407,62775
56535,62564
56555,62599
56582,63220
56585,67549
56598,63121
56520,72813
56493,63180
56496,63158
56604,63149
43464,70119
422397,422398
43625,62466
42479,67388
473561,69671
52220,62821
51333,60733
422925,422926
48059,63011
48056,63045
48042,62956
48036,62712
48030,63024
48016,60946
477930,477931
51896,62024
47168,62085
59120,74197
51940,62016
463831,71469
488472,478739
46695,63997
48594,64043
477491,477489
48585,70719
48607,63949
49907,61576
49194,64186
480866,480867
47771,473292
42404,64260
54664,64227
54672,70720
54671,70747
49561,73732
415809,73935
57911,63799
49930,61650
49940,61706
49951,61625
49952,61479
486835,69813
486815,70060
479790,68880
55622,61802
51002,66562
51004,66591
52672,69364
48790,63249
55876,68761
486595,486693
57853,63448
462860,72490
47699,70003
488195,73801
46489,72460
44833,71556
55586,61782
55637,61828
52678,480122
52748,68593
49289,67968
49284,67956
49231,67964
47313,68494
57427,73449
46802,461532
57881,63485
47146,61662
57245,61854
43002,61981
44321,61803
45787,62041
45782,61973
45785,62018
44873,425877
55593,62075
55592,61887
44842,62025
55545,62071
55543,62055
55547,62022
55557,62051
55634,61817
42785,62030
420312,69787
47844,66811
427268,480099
46167,72685
46190,72608
46186,72593
46176,473099
46527,72568
57400,72561
57401,72579
57353,72577
57354,72581
57355,72563
57376,72708
57383,72731
57385,72718
57399,72587
42489,65571
46882,64456
54781,64605
54707,64264
54741,64304
42709,485900
42370,412992
45060,71113
44645,73630
473714,71379
43204,72206
473383,69162
473596,67107
55878,68591
55895,68200
55957,68252
55848,68458
55811,68169
47295,68457
47292,68430
47267,68097
47321,68542
58486,73778
55841,68594
55850,68535
55896,68344
55803,68550
55810,68142
55826,68547
55831,68429
55838,68240
55963,68533
55974,68512
55977,68561
55987,68686
55992,68057
55902,68110
55907,68747
55913,68437
55914,68211
55959,68712
420655,420662
52481,68667
45770,479905
53503,62421
53501,62386
412631,412632
58915,74055
57103,68374
56381,68315
412615,412616
59302,74349
411504,411505
411365,411366
411443,411444
411461,411462
473528,411483
473190,411379
57800,63615
46208,73451
57871,63316
57804,63847
462314,462315
59334,420742
57829,63753
57834,63712
57815,63538
57897,73726
57898,63689
57850,63458
57838,63671
57752,427329
57806,63708
57792,63578
57882,63484
57799,63600
46806,424824
57746,63692
48637,63699
46810,63556
57896,63581
57879,63230
57833,63743
57767,63554
420873,63722
58511,63503
57865,63219
57835,63683
57822,63441
57770,63550
57827,63688
57765,63607
47502,66258
44003,66576
415103,70131
49337,68802
50775,70391
46842,64191
49190,64095
461863,461864
46845,64164
49179,64166
46835,73728
461859,461860
49114,64160
49109,64100
49107,64151
59196,74258
47191,67898
427125,427126
47440,67794
43292,68580
43612,68068
53325,68328
43964,68459
43903,68666
52396,67554
49293,67922
49292,68040
49294,68001
49250,67760
49220,67664
49392,67817
49384,68337
49370,67834
49373,67728
49369,67915
49366,68718
49362,68771
49361,68769
49345,68308
49341,68156
49324,68404
49321,67559
49429,68587
49411,68082
49410,68002
49493,67808
49489,67668
49488,67667
49479,67888
49476,67772
49471,67597
49468,68107
49467,68059
49465,68244
49461,68114
49457,67982
49447,68214
49544,67863
473557,65441
46150,72691
46217,73465
45013,427730
46710,73475
57408,72510
57412,72522
46142,72654
46135,72650
43757,63634
46423,63510
43404,63519
485345,485346
44600,73636
415277,63142
58088,63605
48783,63152
51551,63481
48645,63505
48406,60960
48757,62618
48756,62716
48755,62665
48747,62941
48745,62795
421889,421890
46492,72460
462376,71453
485917,73920
58192,62988
52918,63090
58201,63111
47109,59576
52821,61009
52811,62604
47386,70802
52916,63209
52906,63189
58424,73748
485839,463564
46467,65266
47113,485836
48108,59681
48141,59504
48143,59575
48145,59528
48159,59522
48161,59515
483393,478351
415482,59578
48176,59535
48178,59614
44327,59511
48182,59534
48185,59538
48192,59533
48193,59614
48305,59595
48309,59826
48321,59550
48238,60532
48368,62780
48250,59496
48252,59498
48259,59604
48373,59844
48376,59850
48380,59462
48387,59688
48391,60860
48405,62636
48470,59734
48165,59552
52292,60927
54645,59703
58971,74086
48127,415478
483813,483814
426961,426962
55949,68297
47231,71702
485774,485786
485754,485785
485757,485780
485739,485776
58913,482788
463908,71137
420173,62745
48093,59652
45080,63681
46431,63760
53377,63798
46426,63741
57696,73601
57698,64480
46879,483242
462635,462676
52630,68715
52585,68623
52623,68781
52690,69171
52641,68803
52520,69239
52644,69285
52720,68301
52677,68205
47326,68520
52413,68721
52703,68820
52656,68460
478119,68961
52636,68762
58208,69058
57533,68827
52737,68758
52741,69021
479654,485292
52491,68831
51237,70504
420313,420314
52532,68292
479662,462688
52751,68620
52404,68738
480065,483575
52492,68990
417568,417569
57621,69024
52612,69154
47490,69244
52674,68182
52547,69225
52535,68744
52581,69238
52681,68249
48820,68977
478284,478928
47451,68934
52792,62777
52812,61033
52836,62885
52885,62781
483699,63318
52881,62829
420172,73768
52915,483449
52857,62957
52910,63078
47042,62892
52806,62711
52903,63435
52818,60986
52904,63247
48857,62721
52826,62683
52827,62709
42234,61028
52871,62814
58197,63319
53135,63409
420315,70084
415110,482751
53115,69891
57939,69566
53101,69844
53097,69716
53086,69594
42383,63388
483630,483631
46010,482339
55935,62062
485341,69141
55769,67719
52115,72677
56796,67295
46336,416711
50776,70273
45956,70103
50510,70796
51124,72122
50177,71549
45057,71816
51186,69711
45236,71585
42636,70486
46343,72758
47519,483636
58325,72504
57280,71747
45342,71209
43116,65399
47964,65691
53567,62350
47664,62154
55232,61849
47316,478346
44793,66207
50333,73201
51153,65156
56832,67282
50315,71871
50219,70078
43251,65582
58757,73844
482719,69913
43477,72639
58171,70204
47875,65063
51538,72051
480648,483419
52771,69745
427063,72425
473414,72598
52353,72154
50673,70970
46518,72036
53677,64913
51263,72176
46602,70934
50996,66291
44640,70324
52207,66370
55834,68233
55624,62060
46590,71400
45904,70586
422073,70874
50526,412736
57466,70231
46061,72107
45693,71165
46371,70565
45591,73854
42779,70172
45652,71732
463758,463759
45610,71899
45936,70247
464011,464035
43619,66159
46126,72601
52206,66254
51133,72411
58623,482860
45720,482856
45886,70497
43014,420962
44642,71330
413433,73766
42980,74001
42674,73619
54462,66174
43238,71139
43096,72037
45486,71515
463355,71073
482763,482817
473461,72430
49515,71045
44526,71006
44512,71579
44507,70636
42231,72286
480287,71475
42984,71137
44160,71631
45704,73642
44491,71253
44867,71366
43567,474150
45234,71576
43969,72168
45165,71363
45314,71088
417675,73794
44310,71787
44146,73671
45131,71232
45676,71298
42543,71141
44138,71206
44052,71785
43026,71318
43498,73656
44334,71639
43814,71382
479055,71521
42557,71156
42778,70021
47247,71647
43823,71407
43364,72004
42732,71893
58578,71139
462374,71370
44593,71273
42977,71124
46375,70313
58793,73547
47966,64949
43219,63880
43218,61450
47962,68984
43195,463754
43190,66079
47955,66731
43202,60536
47948,60839
427870,60665
43184,71422
43183,63886
48489,60542
44201,72041
46552,71609
47879,66436
47942,67805
44161,67076
46897,66321
47582,66934
43161,68963
43248,64405
46884,64572
47589,67172
58288,73096
47969,72177
46298,69662
43229,63240
45820,60006
43235,62804
46163,72648
43149,59761
427872,68494
46470,65360
46975,65668
47205,67924
43133,65749
43132,60797
43129,65732
47884,63999
47906,60450
45745,60522
47898,65669
47882,65326
47095,59843
473159,65562
45771,62558
43113,72244
47932,63369
43241,69503
47930,67352
47927,59734
43099,59940
47925,60028
47119,61145
43069,72132
45310,70615
482798,71258
45924,70236
42767,70295
46091,482784
52131,70008
50338,69916
45813,62199
45810,61971
55247,61969
58575,71135
50176,71542
53289,71982
42901,66035
59035,74124
59040,74129
59042,74131
59031,482332
47861,412662
55102,66809
42596,66060
57708,66616
47852,65370
55089,66664
55083,66875
54024,64777
54130,67082
54128,67094
54095,65001
47864,67062
59375,67167
53995,65144
53993,65163
53992,65223
424617,424619
44062,65956
54309,421055
58653,73940
47250,71705
54490,65958
54421,66590
54433,66147
54451,66040
54416,65858
54428,65680
481669,481670
54477,65982
54472,65568
53596,66718
47629,72273
50430,70240
59346,71407
56003,68425
416843,67382
50967,72682
57584,66153
53265,66679
424588,424589
415130,415131
45901,70554
53329,66096
413227,425818
53235,64772
57160,66327
56628,65482
56640,64867
46894,421044
57152,65862
57182,65814
415134,415135
53286,482701
415160,415161
57190,67004
56658,65197
415206,415207
56652,64534
462862,70036
412388,412706
50491,72129
58771,74006
53263,66743
56997,65417
477906,477907
43952,65387
415184,415182
417689,65495
53288,65870
57178,66451
57571,65983
58544,73823
52307,66339
52311,66034
52314,66125
58425,73759
44856,62057
44715,481667
44585,61972
45816,62125
43860,62059
55572,61856
45790,62029
56791,67127
56761,67021
56769,67182
56818,67365
56772,67063
56841,67340
56824,67357
416825,67336
56895,67174
56916,67348
56754,67369
56855,67258
56869,67341
56795,67113
416939,416940
56789,67323
422962,74074
56877,67363
417078,67261
59204,74263
56811,66929
56765,67378
416959,416960
56775,67190
56826,67268
417004,417005
416877,416878
416850,67375
481648,481649
416949,67089
56757,67007
416863,67321
56833,67109
56756,67013
56793,67259
417008,67151
56880,67141
58827,67249
417139,417140
480675,482558
45098,71311
417692,417693
482384,427295
416448,482067
56974,65548
46966,65660
56991,65591
57203,66156
57109,64889
57124,66483
57589,65139
56654,65347
56614,65241
56621,64635
56647,65288
53272,67049
53274,66785
53283,66530
53248,66702
53257,66836
53258,66898
42933,66747
47931,73783
46000,69879
43385,479990
50240,72466
58233,72014
416501,416502
58096,72446
53226,482352
50949,70871
416655,416656
416583,416584
416632,416623
416665,416666
480670,480671
47350,72541
53594,62155
427224,71370
463437,463438
46468,422496
51006,65531
462789,65586
58282,70328
47700,70041
52768,69672
46293,69904
58384,71685
50222,70056
42405,73493
51627,71913
58358,72570
51242,71993
51249,72457
50446,72779
58543,73824
58613,73880
46615,70916
50660,479852
44094,72278
464013,71457
45096,73665
45202,415745
45198,71700
45289,70629
45265,71059
58576,71056
45454,71211
45414,71241
45388,71143
45362,71086
45525,71536
45869,71347
462826,71007
473663,71801
45110,71118
45107,71202
45124,71236
45687,71217
53544,62210
47288,463751
58909,71071
53586,62178
53539,62204
463701,463702
53483,62435
53595,62193
412627,412628
479106,479107
55839,68329
55912,68050
55822,68087
58847,74016
53479,62456
420233,62268
53548,62302
55642,62265
53412,62182
53417,62185
52447,68613
418860,418861
47186,62468
47214,67691
47200,67878
478719,478720
478713,478714
480870,485893
56207,67694
56219,67708
56230,67542
56242,67539
56143,67661
56153,67576
56165,67495
56161,67590
56184,67666
56188,67645
56195,67503
56197,67744
56198,67748
56192,67471
474343,474344
56259,67583
56257,67599
56289,67529
44424,62144
55142,67409
55144,72803
426355,426356
43540,62378
44843,67939
42683,62476
42919,62498
51353,67565
49224,62575
49213,62336
49313,62538
49310,62444
49396,62167
49355,67994
49352,68074
49331,67766
49428,67601
49425,62463
49406,67802
49498,67588
49449,62598
49513,67451
49512,67447
50519,72540
46092,72603
50203,71886
45099,73633
45048,412673
43027,70443
478360,478361
478841,478842
50668,72102
47633,72244
50713,69524
473797,70263
43335,70207
58854,70702
46606,70910
474306,474307
44907,64675
54615,65061
462920,70811
53782,64573
53843,64543
479073,479074
479070,479071
50148,64749
50594,70900
54512,65278
51512,66884
463870,71153
45608,71902
50418,70531
43661,59530
485692,485727
52327,59865
50030,59514
50032,59490
51325,60126
50003,59544
51710,59996
51716,59889
51721,59772
44596,72599
43881,70856
46067,72159
52120,72696
42215,72543
47352,72544
50538,72468
44337,73344
51589,72418
44648,72537
50454,72476
53328,66170
43471,72604
58467,70282
45434,71169
51546,71111
45178,71872
45685,71234
473380,415681
473552,67886
58244,67820
54934,60580
57697,64480
52397,68117
47290,68476
45223,71622
45159,71218
45692,71155
57789,63588
45303,71571
52073,70418
45883,70458
45145,71391
473758,71781
412370,73623
473721,73788
46514,72005
53220,69947
412400,412732
45188,71338
46471,65409
45333,70998
45659,71681
44942,63679
54924,63602
51508,66612
50400,70447
462394,71410
50785,69707
50784,69742
490778,488626
42934,69910
51190,69858
50974,70889
50973,70879
50579,70895
50592,70901
50593,70903
47698,69919
423724,70939
490775,490784
463804,479850
473420,68918
473891,72041
58806,412734
58830,74017
42872,73518
426373,73505
57425,73517
45408,71263
491757,491758
45180,71859
45177,71387
45176,71937
50981,64428
52031,64357
48743,60453
43290,63629
42511,63856
44117,71346
45662,474150
425989,71086
491717,72292
44196,63733
43261,64028
45600,482790
44057,70645
46084,72257
50402,70506
45319,71046
44595,70517
46496,72004
45501,71452
57252,415663
50381,71829
491535,491697
491695,491696
54115,491616
46694,426363
44789,64309
50525,70886
47343,72481
45632,71822
45045,72507
45584,72016
45697,71152
52240,71384
57516,70392
45444,71285
42639,71223
51893,61684
480424,60771
52790,62655
48392,60809
59380,479939
45700,71130
54143,71613
43147,63426
43157,65931
58873,67476
43092,59420
43194,73439
52876,62873
45586,71537
470554,71957
45527,479934
45674,482792
46032,69696
45326,479937
45405,71283
54738,64403
470996,422067
491494,71372
44340,72675
51852,62387
48237,60575
48641,63521
43038,63980
46690,491454
51007,66501
491197,491320
491205,491206
45024,67056
490913,490914
46696,491424
47009,63175
46007,69813
58874,68105
43175,63067
43171,70940
43169,70945
43124,69647
43125,70133
43066,69759
45877,70543
43224,71651
427002,427003
58570,71337
473776,71001
42967,72006
43573,63593
471615,63240
56001,68155
57248,68239
56010,68026
42427,68470
55767,68283
55853,68046
55866,68016
55945,68261
48860,61049
58518,479968
47514,66651
47515,66684
44538,422243
473342,66977
427488,426955
50455,72494
57253,71695
46118,73695
49788,68868
49783,68873
53144,68869
54792,487098
55550,61811
47454,68941
43553,68834
53403,69248
52580,69082
52758,68911
49291,68022
49297,67933
49305,68000
49302,67977
49443,68214
482875,71940
58912,413486
57110,71791
416673,416674
46539,71912
416537,416538
416523,416524
416515,482353
57684,63405
45585,71522
473835,70940
57217,70980
462785,72033
57256,71741
50547,72518
46088,72628
58308,72174
57228,72009
57227,71996
44212,71945
46109,72567
42323,72588
53711,70904
45884,70485
46127,72600
42782,72023
45923,70265
57230,72012
47387,70802
50599,70949
480365,71056
58133,70951
58861,74023
58859,74021
50558,72548
55520,73150
58769,70938
473643,71337
50560,72555
58283,70331
50534,71975
45220,71620
45427,71181
45491,71486
50443,69994
50208,70365
48467,60827
473248,73614
51620,71855
58306,72473
45474,72084
51123,73864
50522,72015
58711,73994
50225,70011
50218,70118
50432,70089
473739,71204
57950,72018
45875,70536
45336,71020
45127,71238
50914,70351
57978,71831
56394,62214
53422,62531
53427,62525
53432,62516
53435,62527
53468,62408
53478,62397
53492,62434
53506,62409
53510,62391
48701,63237
57677,63542
45158,73640
55655,72363
50569,72394
417627,417529
48832,68987
48822,68903
417528,417529
52574,68724
52577,68809
52715,485321
45589,482803
45564,71459
42781,482791
45335,71010
45111,482727
45517,71467
46021,69724
44568,70795
45463,70761
50658,71498
46103,72647
473635,71631
463679,463667
50570,72395
42403,71105
58212,70799
51141,70750
57482,70129
51187,69688
49734,73548
58451,73557
57426,73532
44289,72625
52338,73540
46351,65451
479991,70942
42281,72584
484018,72491
57788,63579
44497,63839
57872,63500
57817,63503
43455,63575
53397,63715
419304,73808
44370,71546
50511,70784
479718,480351
482785,482786
42652,73028
51211,70803
58172,69880
47242,412672
58693,73975
52083,72730
45882,70547
53199,72940
427243,70768
45428,71183
483663,483667
50614,70877
58278,69902
50966,72764
46377,69981
42653,71672
42290,463564
52362,70399
42385,70471
58616,70819
42881,71923
50324,71869
50610,70791
42266,70438
50542,72617
463587,463588
45469,71299
43452,63889
51014,72091
47498,66079
43828,70271
45209,71244
48700,63223
59087,74169
58850,480983
51843,62298
470594,470595
54982,60813
46761,72756
43271,63728
415271,60295
55079,59875
44587,71313
59127,74203
427239,427240
44572,63760
42643,63792
59331,74370
422047,422048
48766,60682
44330,60208
43632,60239
55077,60189
51560,60159
44844,60242
57711,60411
48680,63178
48779,60918
50573,420253
54969,59899
48672,62846
48665,62998
48659,60906
43709,60947
43295,60657
48707,63042
48721,62733
43974,60000
54889,60449
47834,59998
43549,60092
58789,62851
48855,62654
48801,62887
46812,474331
474339,62793
53941,64689
54106,64273
44556,64315
54064,64491
54311,64364
43312,64316
48570,64124
53972,64294
54063,64690
53978,64486
55075,59921
56710,60783
54956,62995
56709,60730
54893,60499
56714,60751
54904,59860
54865,60085
57562,60603
56700,60740
46815,62759
55072,59985
46834,60506
54886,63291
46816,60769
52033,63816
56675,60777
55055,59749
54872,62635
56693,60519
55062,60021
55001,60033
44022,63498
54852,59846
43866,63961
57651,59699
57783,63387
57782,424186
54979,60885
480750,480751
54853,59756
54857,63227
55030,60625
414922,63246
54994,60062
56685,60734
46823,60649
56712,60803
55045,63231
55060,60308
56711,60806
55024,59736
57649,59689
56679,60724
59062,74149
58153,60691
49176,63690
54949,60569
57646,59697
59050,74139
55023,59814
55066,60034
56673,60748
55011,61039
55065,59979
55052,59707
420135,420137
54848,59757
54998,59927
54993,60090
54895,60298
54877,59686
54975,60889
54933,60401
57288,72744
43827,72666
46230,73492
42248,72663
49738,73527
46763,73525
49786,73510
473362,65749
57378,72710
46169,72678
51599,69115
42858,73507
46235,73507
46259,69129
46253,73581
44943,60377
48542,60538
48532,60507
45845,60477
43776,60262
48521,60293
45848,60417
48504,60462
45746,60549
48502,60360
51727,60192
48499,60275
48495,60280
53713,60273
51731,60779
48485,60373
49868,60535
53576,62440
43668,66964
47598,66851
51383,66648
51491,66988
51490,66810
46653,66639
51468,66428
52214,66613
53142,66476
46656,66638
51458,66352
51775,66780
51445,66883
51440,66766
51438,66569
51432,66538
51428,66681
51421,67023
51783,66449
51406,66773
51385,66874
51436,66625
51380,66969
52017,64050
424788,424789
53349,64234
52046,64708
49188,64236
52013,63941
44444,64051
51985,63956
53357,63846
52011,64123
49189,63876
479691,483648
43850,63514
52004,64068
51982,64061
51981,64045
53354,63810
49139,63802
53344,64392
52002,64354
53353,63846
42913,64476
44230,63950
57641,63853
49121,64118
53715,63873
52020,64154
58121,64137
42392,63511
52012,64281
424766,424767
49093,64310
43723,63718
49160,64097
49128,64052
49136,63653
59246,63367
49132,63774
49134,63814
49181,64037
49150,64163
51743,63697
49089,64323
49148,64110
44614,64119
49111,64161
54373,64329
51806,62277
47158,62168
479021,70350
57748,63682
57756,63580
473218,73626
52897,63608
