ZdAId,ZdCId
43420,70662
43951,68663
42315,70845
43935,68090
425996,67613
52516,68726
49282,67951
49270,68583
49253,67972
49206,67672
51667,67786
51669,68763
49390,67745
49364,68711
49363,68604
49342,68177
49336,68887
49330,68431
49328,68553
49327,68467
49325,68469
49437,67961
49436,67848
49434,67896
49433,68005
49413,67903
49494,68799
49487,67704
47746,423879
49486,67671
479057,70222
49460,68199
49532,68154
49530,67761
58115,72765
50686,72397
46193,73428
43013,65560
46223,73485
59018,65586
46210,73448
46264,73592
46713,480715
58813,74008
46709,73475
58784,69837
57411,72513
462747,63278
427644,427645
473308,59948
44155,63522
52329,59975
57678,63480
426713,426714
46427,482366
57682,63407
57672,63529
46416,63396
52332,59897
488235,65063
47625,72328
46267,412553
57289,72766
494618,483638
473092,65669
45902,70546
44728,66767
473604,65691
51033,63687
54679,70756
45008,63906
53823,64436
47774,479912
473290,70713
44268,70769
42995,64508
44381,65770
43446,70517
485439,485440
42832,64059
46290,69770
473613,69625
58108,69604
48081,69725
56787,67302
43865,417391
44019,66675
48088,69565
59000,478500
470533,69554
477687,63278
58107,69640
58111,69567
46382,69582
46379,69576
44694,69846
42985,69656
473673,71885
419835,419836
50068,66961
473282,73411
46182,73413
494022,69884
50142,64831
44413,67097
43797,67116
473168,67241
49578,67171
43960,66982
53645,67228
473298,64405
486065,494531
411418,411419
58625,494520
494518,494519
417881,417882
54613,64973
56396,64696
50115,65010
48749,62889
49687,67290
48760,63068
54601,65157
47047,62869
53680,72073
48753,61008
53800,64594
44183,73653
50159,64807
485948,485949
50121,65028
485865,485920
53791,64562
485869,485870
44163,64860
483889,485901
58955,74077
52801,62661
50078,65187
485884,485885
411348,411349
44222,68402
58084,61863
57114,70894
58881,61926
53300,65388
45793,481657
473847,63067
477974,62344
483698,62989
43326,62087
52480,68598
55564,61845
54463,65291
55583,61990
415765,62009
55529,61910
427500,427501
55531,61840
52879,62929
55603,61853
416591,416592
55611,61796
48137,59526
49391,62057
48138,59520
54366,64702
48148,59503
46779,64586
48149,59460
473403,63523
48151,59702
412366,480604
48162,59581
48866,65772
473541,59531
48971,66194
48172,59586
48966,66329
48173,59549
47563,425986
44307,59545
49011,65430
48188,59568
49630,69441
48311,59832
57497,67073
48313,59747
50988,64941
59161,74230
47648,64989
47065,62730
45063,64920
48370,59812
48998,65087
48372,59829
46586,70846
48263,59631
58698,73980
48177,59569
44234,70825
48388,60771
43357,70818
48295,60846
42219,64638
59154,74224
42325,65029
48297,60853
44979,70772
48396,60880
44902,64977
48298,60870
42416,65008
48453,61037
42409,64713
48461,59666
483211,64668
48465,59668
42690,64541
48466,60882
54637,64747
52299,60943
54656,69536
57693,59857
54678,70697
419388,62739
462898,64758
479337,479338
54610,65208
50998,65965
54618,65130
44415,71866
54616,65042
52266,70833
54624,64724
53151,70861
53785,64662
45910,70367
53777,64488
50652,72209
53818,64644
485801,485802
53838,64504
485742,485778
53854,64691
485771,485777
53805,64350
57216,71023
53802,64656
52796,62702
50085,65142
47108,59582
50099,65250
485564,485565
50152,64805
53374,63729
50102,65238
483808,63791
51650,64978
57709,63624
49020,67051
53372,63766
58163,67052
58419,73705
43587,67157
58090,63638
48976,66765
54775,64463
51684,67170
54754,64368
45012,66870
54750,64632
49570,67188
411698,64381
58159,422291
54731,64647
53654,67275
52736,68743
43956,67153
47485,485516
49584,67232
52675,68220
53630,67308
52635,68866
57104,67071
52699,68745
53636,67243
417535,417536
49572,67187
53293,68241
426571,426572
417442,417443
51681,67168
52648,68940
424516,424517
478269,68984
494478,73782
58229,68341
47594,66931
52487,69263
49695,67039
52420,69121
49694,67186
52549,69226
477643,477641
52734,68822
59267,74315
47584,66968
52695,68450
47332,473271
52584,69329
53297,69063
53298,69054
52631,68685
52654,69341
52419,69168
52688,68321
58989,74097
53295,69138
52576,68732
53110,70110
415112,415113
52442,69431
47460,68991
52471,69395
47481,69045
52649,69163
52628,68909
52625,68728
52661,68840
52579,69096
485300,485301
52743,68927
44007,68671
52586,68678
52645,68931
48812,69142
52717,68915
52697,68452
52503,68792
52429,69233
52627,68920
52725,68760
57035,69030
57618,69108
57063,62913
52887,62852
52837,62879
46415,63396
427113,427114
52834,62860
52852,62973
52840,62983
52905,63241
52899,63456
52830,62812
424595,424596
411742,411743
483632,69589
53132,69716
53119,69995
53117,69969
53094,69828
53107,69824
53133,69674
53103,69956
46036,69638
53080,63379
55852,67948
484500,485316
59365,474351
473509,70515
427181,70614
44931,71367
47923,72124
58134,70947
44368,70815
45134,71269
427559,427560
46156,72629
55101,66593
58660,73948
46986,66667
47315,478346
46031,69723
47412,72148
45739,478505
46544,71775
464040,73624
42422,69865
50620,70870
424880,426173
50215,70233
42136,70788
473430,68494
50604,70924
50608,70952
45912,70364
51241,70884
51142,70756
47346,72517
58654,73941
462885,71505
43937,65236
486947,65598
486922,486943
42747,64801
473602,66338
42891,481026
473329,64883
413645,64669
42931,64731
49076,66259
493463,64786
419206,65542
51520,66430
51505,66734
51772,66377
51779,66815
58291,68021
492322,492324
473462,72430
55779,483590
55786,68307
473056,68105
476960,476961
55889,68121
473058,62176
56876,66963
43880,67047
417021,67132
494439,462471
52403,68756
49245,67942
463889,70269
50283,71678
463865,72486
50474,72216
425249,72329
45237,71575
481008,73026
53710,72351
50490,65450
50877,73113
50206,71796
46555,73103
462900,72052
46530,73288
43278,72092
50733,72123
56322,68564
45717,485813
50351,71784
51104,73145
43783,73111
43877,73079
43878,72462
43899,68557
58347,73156
58348,73130
50374,73141
58889,74035
491591,491706
473305,73163
462795,70726
50859,73208
50468,72072
50926,73183
50497,72315
58579,71379
50287,71669
54843,73258
47263,68181
50875,67892
50478,72122
473566,73097
55131,72851
473079,65931
494373,415523
45000,65915
52525,69240
420252,425248
46550,491734
47177,62066
52377,412693
42424,65484
412398,412729
58710,73993
55176,67391
58473,69835
48493,60526
50689,72406
51476,66686
44974,70962
47954,64382
51169,69738
473770,71750
58643,73926
42601,420238
58379,71863
473307,65582
50348,70092
53508,62419
45304,71565
477596,477597
51098,70309
477592,477593
50603,70943
51638,64832
43398,65204
492421,68505
46585,70846
48304,59589
55882,68517
52595,68635
47407,71412
55782,68435
58169,70052
463893,71614
46018,69749
43272,415674
47383,70776
494275,63144
52227,69670
473219,73626
51012,65791
44304,412439
45417,71237
43435,73410
45661,71687
50917,69996
45628,71850
50881,73055
45580,72002
58271,69905
45175,71457
46283,70182
45576,71481
414772,463747
47309,68456
45911,70353
58167,425786
56634,65344
53285,66670
462788,72372
45170,71355
44067,70358
43600,71492
43409,71242
45418,71220
44531,482822
473456,70596
470546,73696
44528,71663
42588,461505
43046,73675
42175,71030
44662,71408
42582,71634
45205,71781
44343,70537
42359,71301
42789,71756
44524,71084
44372,71435
42759,70990
44504,71169
44139,73658
462941,71410
51613,73667
42271,71697
43483,71868
42380,71147
42947,71166
44533,71379
58767,71920
43737,71076
42390,73621
42435,71153
45313,71108
42869,71606
58497,74041
43493,71148
42182,71290
42889,70522
42410,479928
479053,474149
44192,71043
473676,72057
42772,71834
43425,71940
42447,72217
58717,71227
43511,71346
43225,60981
47522,67072
47187,62471
47588,67107
43211,68419
43208,67625
43206,66557
47959,64194
43205,70829
47950,59842
43191,64918
47953,61423
45814,62172
47171,61961
43196,73749
44787,69633
479059,66157
50895,68246
47266,68217
427121,71785
59335,415675
58275,73066
58277,70335
46273,70619
58259,70402
58390,70514
58317,68256
58328,71644
58339,71873
58335,71888
58366,70559
46558,73108
46543,71775
46538,71969
46528,73288
58652,73938
473144,72037
45242,71566
57249,71640
57275,461836
57276,71653
57279,71652
58735,71666
45439,71347
473216,73626
473213,69852
44255,71562
45686,482840
45682,420241
44452,73229
44627,71767
44697,73234
44692,71966
44783,71226
44777,68415
43552,412677
53163,70521
53169,70297
53167,70287
53172,70184
53170,70260
53184,71699
473715,71379
43895,71666
42562,71709
473838,71590
473814,70393
461819,71649
53316,70518
52187,70160
52191,70092
52192,70128
52196,73003
42790,71756
42856,73087
51087,70407
45812,61976
51091,73071
58798,74002
51066,71833
47874,64883
51072,73289
462901,462934
473471,73297
47530,67227
473466,71935
47943,67944
51179,69900
45761,60084
421766,71867
47184,62351
50277,72980
47130,61410
50279,72986
43167,63989
50286,71627
47125,61327
50285,71615
47585,67065
50288,73186
47528,67177
50290,73212
43144,61412
50297,71618
43142,59661
50299,73203
43084,70612
50201,71753
47935,63893
50254,70641
43134,59450
50257,70292
43044,73278
50262,70190
47911,61579
50263,70154
45759,422776
50397,71684
43075,65485
50311,73304
43074,67897
50331,70632
415484,60052
50353,71657
46736,69254
50365,73153
47491,69435
50366,73143
43108,73718
50375,73147
47929,65443
470559,71558
43105,65752
50305,73246
44559,66696
51751,73132
47533,67325
51752,73137
43098,60247
50531,71956
47895,59565
55156,67533
47790,64301
45424,71191
47517,66795
463344,71290
45437,71321
473632,71206
43070,65490
55155,72830
45213,71635
49964,61159
45141,71207
56090,61291
45126,73644
58127,61590
45943,70162
55272,61776
55269,61778
55235,61857
42425,71104
426013,426014
54099,65175
53980,65403
473390,479906
44956,67108
42139,65882
43499,66239
43441,65596
43039,420953
51117,65470
57464,72714
482761,482770
53181,71793
51067,71737
51624,71825
57158,478856
54150,66391
54148,66437
54181,66830
54461,66008
46481,65957
54434,66064
54422,66565
478517,478518
54435,66180
54450,65716
424890,424932
54497,65847
54446,65857
54453,65692
54491,65726
473185,65663
54420,66542
54411,66460
54430,72405
54425,65319
54401,66284
54501,65467
45691,71171
58354,72038
58465,70180
42552,71347
51310,72054
43779,68162
411440,411441
47501,66027
411387,411388
50901,68242
50919,73175
50921,73179
50924,68194
50930,68218
50931,68257
47256,68204
50876,67844
50892,68086
479514,68474
58318,73029
47818,72982
57508,73099
42330,68128
53180,73049
43853,68118
42692,68096
52173,68229
52177,68094
52178,68098
52124,73167
42700,68143
51103,73171
59194,74256
47220,67823
491402,415522
46205,73432
46200,73441
46201,73417
46194,73425
53251,66748
46181,73418
52205,66198
46171,73442
57188,66990
46228,73444
53239,65975
46212,73457
56645,65440
58203,67911
53275,66759
489164,490705
56657,65098
489160,490707
56649,482707
46561,67889
42286,71317
57303,73384
45181,71329
57302,73366
57122,66424
57311,73324
56612,64875
57312,73358
52383,415531
57318,73311
45308,479956
57324,73385
55918,68397
46570,67790
480634,70961
46571,483275
56653,65265
57290,68574
53269,66986
44036,73392
56655,65423
57370,73430
56650,65349
57390,73290
53250,66623
57391,73295
57588,65303
57393,73305
415202,415203
56218,67705
415186,415187
56238,67796
46110,72539
56233,67743
45125,71233
56247,67831
46973,65335
58814,68399
46974,65335
56151,67803
56636,65594
56189,67855
57575,65645
56302,68524
57567,66085
56303,68627
56972,65655
56311,68489
45646,71745
56324,68611
47029,71051
56326,68641
416605,416606
56328,68632
52310,65996
56339,68672
52779,66073
56351,68713
47503,66258
56369,473065
42945,61918
56364,68413
55609,61784
56367,68705
45781,61970
57597,67811
43645,61933
56270,67851
477953,477954
56296,68680
43346,61959
463376,463377
56763,66991
463368,463369
56773,66984
463332,474216
56825,67270
57719,67784
59178,74243
56376,68710
56813,67318
56392,68775
56782,67337
43257,73450
56858,67375
463410,463411
58951,67246
44684,73327
56829,67200
42181,73333
417014,417015
42278,427097
56812,66911
42367,68939
56835,67312
42431,67822
59160,74229
43743,67767
56753,67374
42546,73388
416945,416946
43867,73455
56803,67226
423629,423630
56780,67299
55859,67755
424273,67195
42686,68644
59142,74214
485549,485550
56778,67183
42723,480637
417011,66987
54845,73259
416993,67342
42997,67828
56759,67035
51202,68058
56822,67362
51204,67996
56788,67320
51207,67935
417101,417102
51209,67940
56802,67192
58143,67600
56859,67105
49226,62545
56837,67197
491203,491322
416999,67306
43924,65884
417056,74156
46476,480007
56864,67310
54426,478853
56924,67371
421423,421424
482560,482558
47762,69515
480677,482559
473578,70686
51968,73848
54688,419969
463913,73848
57028,69494
56977,65992
51281,71017
417718,417719
54657,69521
56959,66026
54693,69540
56967,65972
52254,69489
56989,66138
491746,491747
56994,65572
47766,69520
415210,415211
54680,70695
57200,65976
52256,69492
57136,65578
47014,71154
57163,66135
51270,69518
56656,74208
477753,477754
54315,65709
52252,69486
53245,66636
54650,70694
483733,73719
47759,479914
52258,69506
47892,70671
424729,69479
473581,463754
463974,70503
54677,70691
54684,69509
477766,477767
52253,69488
490686,490562
54504,493992
52534,69268
52594,69356
52527,69247
52689,69148
54008,64398
54007,64429
52526,485515
47488,69241
426633,74264
52624,68728
493587,68582
42808,65478
44946,65613
46956,65885
417804,66221
43527,70726
42894,66047
473409,65988
57496,72449
493685,73414
50541,73414
427787,427788
473102,59825
47084,59795
57638,59411
48262,59598
48103,59658
493679,64324
493677,64350
53075,59962
53922,59912
415588,415589
44952,59854
53069,59753
44921,60412
48547,60888
48184,59579
44708,59428
53892,60398
53058,59758
53928,60061
426980,60223
47947,59430
483388,483389
53914,59864
44177,59669
478607,478608
44147,59446
53889,60160
53032,60996
53871,60216
53031,425930
42863,60581
462000,462001
44058,60588
53028,59731
53886,60276
43908,59788
53022,59837
53872,60065
53030,59646
53908,60285
53017,60900
43713,426772
48551,60256
53907,60326
42466,59426
53000,59855
52999,59651
483907,485906
49899,59786
43479,60613
48196,60596
52995,59967
52996,60726
46474,65452
482358,478852
416531,416502
416609,416610
480661,480662
421817,416653
53546,62295
47351,72541
51250,73910
58323,71970
45411,71249
53326,66382
52201,65999
52202,66045
51150,65083
51115,65309
51259,65298
478912,70328
46406,69704
58624,70525
55763,70374
50441,69955
45949,70106
51299,69868
50214,70366
50705,72427
46074,72184
51625,71849
46129,72585
46125,72594
57268,71763
57272,71819
424885,72512
51246,72030
51233,71929
47379,70792
57560,70767
53679,70558
51136,70915
479114,70786
47013,71147
58863,74025
473518,72177
45291,480002
45283,70646
58734,71673
45390,415816
45381,71072
45364,71070
463823,73661
45583,71447
45579,71457
45555,71451
45552,71509
45554,474351
45658,71667
45649,71720
413160,71319
427362,73619
45138,71182
44993,71252
55816,68475
53543,62312
53587,62170
53519,62265
463719,463720
53541,62215
53495,62383
53440,62491
427555,427556
58590,412554
52482,68552
53583,62147
53443,62547
55861,68270
412623,412624
47286,480559
52687,68657
52450,68637
52452,68595
59185,74247
419938,68344
47827,70344
414685,414686
44828,71203
55770,67735
58514,73810
55774,68032
484415,420779
55791,68377
484384,72086
55798,68294
48506,60648
55854,68576
43354,72722
55858,68540
46650,480549
55864,68551
54534,66233
55869,68563
54541,66359
55870,67868
54550,66081
55873,68562
54559,66140
55892,68543
54564,66336
55805,68331
54569,65916
55820,68575
54571,66285
55837,68191
54581,65963
55964,68523
54583,66346
55967,68528
54643,66220
55976,67923
47337,72463
55980,68725
48276,60866
55986,68443
42821,60965
55996,68232
48018,61010
55995,68061
48427,60899
55999,68511
492529,62845
55900,68433
492523,62640
55905,68545
492518,60924
55929,68832
492472,492473
55937,68382
42354,60574
55946,68228
44929,59926
55944,68226
473374,60522
55948,68388
45757,60354
462670,462671
48549,60434
53455,62461
420827,420828
53480,62380
53311,60165
493301,493302
44412,70733
427455,493245
48001,61023
48039,63054
461987,493249
53599,66717
414901,414902
46601,70939
44115,65559
412270,64688
42379,70883
42649,64459
42664,62728
422400,63098
50628,493243
46295,493229
462831,72311
43844,70372
44888,493023
493012,71795
55537,61839
56929,67354
45938,492986
58744,71106
492969,70000
479846,479847
47564,66151
49499,67591
56179,67587
43789,62436
44017,67535
44101,62584
43286,67469
45018,62592
44544,67544
49268,62563
44398,67438
43005,62521
55119,67653
473633,73658
492125,71157
48227,60612
45939,70236
42898,72237
57050,60215
473590,463850
49221,68146
53392,68709
49759,68935
488646,491441
491443,64866
48788,63222
58704,73987
479340,479341
52819,60984
52842,63055
54718,64353
54709,73599
52341,69020
49170,478350
51701,60079
59072,492180
47667,62441
53470,62358
53551,62300
53512,62266
53531,62297
48643,63553
48651,63563
473464,60665
43064,60346
48741,60244
44964,63445
49201,64237
54915,60173
49199,64261
42275,60235
44854,73598
50088,65170
56680,60431
473826,71359
56595,63065
53864,67550
482683,482699
44203,64790
57417,73299
51723,59845
53664,59474
50000,59600
473345,73568
51321,69169
47060,63037
50794,69795
50763,70063
50826,70080
50836,63347
46040,69635
46055,63310
46051,63317
46052,63317
46050,69598
47434,62752
47422,480875
58405,62920
58417,62927
46414,63334
46412,63288
46410,63225
46408,415677
47728,69968
47727,69912
46398,63076
46397,485867
46394,63077
57010,62904
57112,62791
473245,62939
58836,62722
44244,63253
44219,63292
415868,415869
44389,70112
44373,63264
44369,62867
43031,63340
413383,413384
44423,73703
43141,69821
470548,71517
43287,63260
473278,61579
43338,63298
46996,64010
43314,63360
47869,73559
44634,62666
473210,71135
57948,63006
473296,70956
44746,425949
46634,64566
488541,62770
46630,64574
42177,70995
57695,64479
43487,63297
57701,64469
42220,413442
57703,64465
43514,69959
54752,64502
42272,69627
54755,64607
43580,70668
54767,64538
461962,420255
54714,64587
43686,69602
54724,64515
44936,70178
54722,64521
42445,70076
45769,492887
473868,70623
56449,62590
462888,74009
56536,62579
462883,70049
44251,72897
424719,63037
492866,68657
473693,70657
58441,73772
42765,63174
44474,72983
412392,412722
58005,72883
42842,69978
58057,72917
51057,62842
44341,72933
51061,62880
482149,72968
425789,425790
58042,72884
421931,421932
426644,73902
51171,62640
43862,72869
51170,69807
43798,479925
51173,60939
44841,73004
59165,74234
419097,419098
58009,72963
58007,72875
58050,72876
57610,67858
43270,72977
58032,72922
42662,72996
58038,72931
58066,72887
419076,73903
57995,72961
51110,71602
473440,72787
50427,71897
54978,60898
54937,63105
58154,60721
55026,59894
420398,60438
50637,71458
54946,60548
46629,64574
46830,60430
44963,62626
52317,62641
44223,63132
47652,423084
53255,66826
44374,482331
55087,66761
473294,64945
53946,65154
415147,415148
483259,66221
54059,64721
423383,425731
56497,63233
56569,69558
492730,492731
58657,73945
473800,72414
462861,73922
462871,72408
462922,72397
462754,462755
491743,491744
492709,492710
462043,59461
43888,461840
50017,59454
50007,59439
480274,480275
48224,60753
488237,73800
50551,72034
45195,71722
46047,69634
48425,60659
415425,415426
488369,488441
53464,62450
53496,62379
481660,481661
42217,65081
473846,63067
42667,67403
43846,62588
52446,68578
426938,67433
45037,67393
43331,67490
49497,62514
45076,67491
44638,67593
48344,60559
48343,60478
48329,60107
48326,60137
47073,60472
48448,60136
48440,60111
51216,62872
51218,62861
51217,62800
50357,63258
50359,63309
50360,63287
48199,62610
50435,69766
50419,482705
44599,70005
473653,70698
462878,70692
47804,70570
50811,70566
53380,63858
42406,425730
42421,71101
58761,71084
53218,70419
55757,70433
420176,420177
52117,70279
473725,71273
46677,70563
53389,69460
44074,69931
50695,70410
473510,70412
415686,415687
44769,70116
462852,423879
491385,491386
52670,69391
53059,59719
53051,59662
463464,477074
43986,59878
427847,427818
480258,480259
43893,61546
55276,61559
463474,463475
463452,463453
42565,59709
480262,480345
50902,68140
46533,73287
426089,72787
462335,72641
462395,71517
49144,64046
54332,63982
462868,63703
473044,59836
462199,427073
473425,72211
58880,68407
427098,423648
46077,490784
473834,68123
494295,494973
50101,65121
423791,69346
479025,69846
48214,60413
478994,70273
483627,483629
42735,67800
483613,483614
42957,64954
483606,483607
473178,65227
477893,415487
43139,65360
425597,425600
43429,65101
477899,60012
43633,72401
427899,427900
462854,72381
427892,427893
51128,72398
48115,59898
50781,69939
48111,59920
45073,72207
45046,62276
462037,462038
51698,60241
43634,60744
44811,60158
43861,73683
57053,60122
473358,60797
42148,60277
463872,71156
45833,73686
473630,70562
43933,59949
46655,66638
422599,485909
473641,71043
473408,60084
50701,69532
473183,422776
59015,482726
45758,60234
417842,480557
492200,492201
417814,71296
47567,491905
50619,71035
491854,491859
47030,71051
55109,72865
50807,70272
55191,61673
50812,70461
52873,62912
50816,70541
48022,63082
50749,71066
422531,422532
50765,69505
46314,63206
46014,69792
49614,69409
47747,70163
49620,69393
47711,70225
49828,69235
45011,71109
49635,69421
45010,71090
48704,63342
46680,70355
426367,427087
45325,70658
45053,61348
45321,71024
425117,425118
424126,420463
55337,61171
58724,412724
55335,61068
463869,71167
55437,61176
57528,69941
44890,61522
44483,71239
55413,61230
43317,71282
55281,61131
45966,70139
55431,61269
55465,61136
55470,61129
55298,61118
55306,61056
55449,61198
55458,61173
55420,61199
47122,61207
44267,61121
56135,61419
55322,61059
55318,61070
55491,61090
55504,61339
55429,61260
55384,61324
55455,61232
55408,61197
55399,61239
55492,61081
55394,61268
55435,61172
55282,61122
55496,61316
55338,61236
55416,61217
55476,61107
55283,482599
55482,61082
473396,61327
473064,61414
55278,61161
55503,61126
56120,61271
55466,61138
55380,61105
55333,61166
55359,61290
56131,61155
55444,61165
55328,61167
55404,61188
55305,61080
42520,61302
55432,61132
55428,61258
55330,61071
425105,425106
55441,61240
44221,62653
477480,477481
47978,62607
59189,74251
57720,69434
44610,480709
57956,70206
57972,70419
43491,69855
415530,418842
42225,415816
42277,71064
473744,71184
473728,73636
473703,71006
473700,71084
473869,69813
462887,73654
462872,63706
462841,70222
43917,70296
473636,71054
473624,71909
51099,71879
51025,69472
51177,70660
51100,71891
51308,70188
482836,70222
51692,70542
470523,71840
51623,70544
50408,71025
50407,70661
483633,69894
477721,68385
494810,62075
494804,474177
45789,62028
55643,61893
47325,68582
47894,68293
58581,68311
58774,63244
53046,60934
486968,486998
473433,60985
477296,73350
53835,64716
488673,491394
494766,494787
494769,494786
473606,63880
43946,63935
492157,492158
53145,68805
494792,494793
473352,68963
50452,72514
479889,477288
494774,73316
51159,64700
45741,478505
51366,62903
51365,62857
45051,70717
415706,415707
493543,494648
42687,69349
49825,69397
42463,69223
49829,69253
49832,69306
46743,66882
49851,69210
54160,66112
423799,69217
57027,65195
51594,69270
421255,65936
42916,69277
421744,483415
49824,423709
57460,66025
49798,69372
48942,65714
49799,69359
48907,66001
49841,69379
58436,73708
49840,69387
58219,65724
57668,63805
47536,65872
477529,63927
51815,62354
42681,67216
51915,62104
44471,72478
49022,67036
44325,72438
49652,66880
44125,72553
44275,482838
58503,73802
420332,420351
58502,73669
45479,72089
58499,73799
492056,492065
45596,72424
58393,63083
45537,72061
42577,62647
44503,72434
43914,63289
58493,73623
426994,62642
45357,71073
51926,62119
45214,71612
51957,62161
44550,70626
51793,62278
52382,73787
51842,62222
43285,71018
51873,61719
42844,71055
463807,491793
42387,71007
50074,65273
462332,72303
48915,65408
46115,73693
477624,64424
42763,73692
50146,64880
42245,72479
477621,477622
58674,73959
46625,64473
58680,73964
43495,62458
56542,69680
473252,69950
50228,69985
416936,481652
50345,70061
45614,71865
494388,69685
45038,72506
477537,73859
53533,62299
415756,413760
47336,72497
47364,69533
47822,72817
44249,70726
44178,67452
43765,70622
44731,72810
55152,72854
47860,72822
426937,67433
55122,72845
42904,72801
42679,67422
56532,72799
42218,72812
56515,72867
56446,63183
56513,69709
53862,63194
56603,63160
56512,69650
58182,69963
56507,69691
473036,67476
47823,70269
56506,69756
44807,65949
57286,72757
46738,65926
426028,483638
46357,66052
54827,66149
44005,65771
44040,65501
54803,65854
54826,421852
46168,72681
54821,65828
54823,65681
43718,65755
44984,61886
55201,61708
44253,67418
56084,61594
43868,61868
55211,67585
55263,61648
55244,62180
55262,61642
55220,61721
55242,62149
427290,427291
53729,68844
58807,425907
462760,462761
51189,69780
55748,61627
55750,61632
55745,61635
55740,61462
44770,61751
44701,61531
55701,61771
59190,74252
58919,415627
463442,61685
55691,61732
44168,61509
55696,61749
44073,61491
44060,61781
43416,62039
55730,61603
473569,63923
59053,420144
50800,70149
462350,461505
58639,73923
58640,72796
59329,72387
44698,72511
46758,72743
59325,72364
45637,482759
463516,71670
58785,69721
47693,69925
47421,73753
58781,69606
46251,73578
426730,426731
473049,60247
53036,59813
53062,482862
53306,60204
53931,413489
51605,59444
51700,60058
51703,59968
51711,60019
46255,69129
45654,71740
425009,483450
44581,71661
44750,73590
56742,72713
43482,72545
42956,69207
51764,72747
56852,67029
42787,70376
473625,70645
46936,65547
462931,426083
479017,70549
45059,64369
44505,60080
42820,70859
42998,70718
48599,63990
48608,63974
49100,63958
57664,70724
44763,69231
427462,64345
44768,69175
477520,63929
43568,65499
473406,478505
42229,73466
53755,64558
43525,66653
52931,59715
42298,69398
53077,59452
43594,73564
48078,69564
42308,69293
51964,478499
43611,73561
48074,69620
44945,68904
48070,69686
42417,73505
491223,491224
42418,66448
490723,65994
42598,65710
494557,491224
43841,483669
54587,66926
43821,69284
50779,70027
43984,73725
48075,69603
43909,65445
50090,64959
42797,72782
50087,65132
473485,73798
53788,64285
51167,65898
54596,65092
419653,419655
424297,65173
421738,66611
54533,66946
421505,421719
56881,66983
421521,66567
56783,67096
49596,66924
416801,416802
49564,66488
473543,64382
49563,66602
43078,65227
49830,69299
44893,67037
49823,69200
43838,66935
49819,69301
56817,67189
49817,69362
51433,66923
49805,423849
461969,74105
49792,69132
58103,69732
49771,69139
46305,69556
49766,68926
46302,73897
49731,68986
52272,69596
49860,69367
473337,69639
49846,69194
412371,412570
49845,69174
48062,69563
417481,417482
470562,71407
47464,68988
493622,483240
58645,73927
53650,422298
58647,73928
479027,69870
426279,485554
56312,68491
56733,69151
57363,73396
423769,69127
494018,69685
423823,69049
494016,69636
43889,68951
51642,64906
55845,68770
47511,66621
51371,415786
47520,66979
50683,72402
473501,67172
427191,427192
42304,494532
473259,72244
493978,494530
46617,70933
494521,494522
57498,70507
43267,70823
58402,483713
477681,64514
57046,71847
50138,64904
480358,70823
51158,64719
43277,70429
473442,66491
46019,69748
53481,62398
50666,72252
50075,65255
491769,491770
53837,64444
477475,477476
53812,64564
59384,415641
494463,62231
46315,63187
50073,65085
46310,69546
53842,64497
46311,63172
54620,65002
46368,483412
44260,64839
47672,67458
50136,64835
473033,62596
53766,64684
56415,67453
47618,65054
56410,67513
42453,65402
56417,63130
53813,64616
56458,67519
43586,64687
56452,67424
53834,64535
56465,62623
411332,411333
56481,67510
50089,64932
56400,67390
411421,411422
56409,67487
53767,64578
56552,67389
473883,64483
56554,62600
44443,486748
56586,62923
44523,61997
56592,67546
55239,61974
56594,67551
55253,61931
56522,62960
55257,61956
56609,67562
45811,61948
56723,69618
44711,62007
54931,69771
55587,61814
53860,63208
44871,481666
422883,61027
55539,61790
48052,62959
55619,62012
48040,62834
53189,62205
48031,63026
485729,485730
48014,62615
478241,478242
48010,62698
416216,422245
423911,423912
50273,73001
490697,490754
56504,69636
58183,72802
48899,66037
491399,491400
58215,65650
47848,67470
58438,65806
56231,67685
473094,66005
56239,67561
54159,65666
56240,67531
54173,65762
474217,478854
42884,66709
56150,62523
473478,72285
56159,67727
424513,424514
56158,478530
51680,67165
56196,67716
50987,64872
56251,67556
47646,64993
56253,67557
47643,64921
43576,62492
47617,65046
42203,62069
47545,65218
44852,67581
47789,473151
43597,67505
46639,64920
43863,62083
46628,64579
485894,485896
58701,73984
43925,62211
58905,70783
42728,67646
474324,64686
53696,62485
44439,73715
421881,421882
43508,70766
49269,62569
44817,64492
49267,62577
54597,65100
49249,62497
483234,483235
49242,67883
54632,64936
49312,62503
54630,64909
49394,62037
54653,70682
49376,62395
54605,65097
49333,67866
54625,64783
49431,67552
54628,64951
49539,67577
54773,64503
49526,67596
54719,64516
49516,62448
42733,70846
44045,70390
42910,64657
51084,70928
53780,64407
46090,72607
51157,64742
473765,70143
51161,64705
463654,463655
53758,64833
485985,70032
53763,64313
42792,69895
53761,64406
53691,70075
50081,65120
483286,483310
50091,65249
482747,482754
50096,64908
50720,70275
49002,65077
50769,70472
493503,493668
50438,70192
50106,65105
50442,70142
50112,65225
50638,72060
50111,65107
50746,72113
51639,64896
50756,72258
51646,65004
46108,72557
51649,64863
478409,478410
483701,483703
50715,63960
49585,67237
43381,69529
51677,67099
46089,72575
51686,67178
50676,72238
53625,67264
50677,72235
49025,67001
50629,70258
422260,422262
50605,70917
